,wgt,cma,married,own,wealth_total,mort_balance,home_value,age,totinc,retinc,hlth,sp_age,sp_totinc,sp_retinc,sp_hlth,pref_beq_money,pref_home,pref_live_fast,pref_risk_averse,know_ann,know_ltci,know_rmr,"gamma(2,1)","delta(1,2)","delta(2,2)","delta(3,2)","gamma(3,1)","delta(1,3)","delta(2,3)","delta(3,3)","gamma(4,1)","delta(1,4)","delta(2,4)","delta(3,4)","sp_gamma(2,1)","sp_delta(1,2)","sp_delta(2,2)","sp_delta(3,2)","sp_gamma(3,1)","sp_delta(1,3)","sp_delta(2,3)","sp_delta(3,3)","sp_gamma(4,1)","sp_delta(1,4)","sp_delta(2,4)","sp_delta(3,4)",xi,xi_sp,miss_psurv85,sp_miss_psurv85,mu,zeta,prem_scn_ann_1,prem_scn_ann_2,prem_scn_ann_3,prem_scn_ann_4,prem_scn_ltci_1,prem_scn_ltci_2,prem_scn_ltci_3,prem_scn_ltci_4,int_scn_rmr_1,int_scn_rmr_2,int_scn_rmr_3,int_scn_rmr_4,ben_scn_ann_1,ben_scn_ann_2,ben_scn_ann_3,ben_scn_ann_4,ben_scn_ltci_1,ben_scn_ltci_2,ben_scn_ltci_3,ben_scn_ltci_4,loan_scn_rmr_1,loan_scn_rmr_2,loan_scn_rmr_3,loan_scn_rmr_4,prob_scn_ann_1,prob_scn_ann_2,prob_scn_ann_3,prob_scn_ann_4,prob_scn_ltci_1,prob_scn_ltci_2,prob_scn_ltci_3,prob_scn_ltci_4,prob_scn_rmr_1,prob_scn_rmr_2,prob_scn_rmr_3,prob_scn_rmr_4,nh_0,nh_1,nh_2,hc_0,hc_1,hc_2,g,sig,base_value,price_ann_fair,price_ltci_fair,price_rmr_fair,female,college,nkids,anykids,university,pexhaust,pbeq,pnhome,price_ann_fair_avg,price_ltci_fair_avg,price_rmr_fair_avg,buy_ann_joint,buy_ltci_joint,buy_rmr_joint,buy_ann_indp,buy_ltci_indp,buy_rmr_indp,seed
1433,4230.715283026676,1,0,1,518.8507417093512,0.0,669.8893523252574,68,35.74882540232129,35.74882540232129,1,,,,,0,1,1,0,0,0,0,0.0859983144367295,-3.546747954806731,-0.866240090752273,-0.9931593752013432,0.1144730732756812,-5.031965094974788,-2.350543885747786,-0.7032704534659091,0.2877100488396079,-8.571278490858319,-6.142099075211246,-4.854667811650025,,,,,,,,,,,,,0.0,0.0,0,,0.1843978148931166,0.2438356033254975,125.0,312.5,125.0,312.5,1.668,5.5680000000000005,3.336,2.22,0.02,0.08,0.04,0.06,12.384,10.32,6.192,25.8,24.0,48.0,24.0,48.0,80.0,160.0,80.0,160.0,0.25,0.01,0.25,0.01,0.5,0.01,0.5,0.5,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,15.744358496408536,0.0968535713078219,7.873934944850634e-06,1,1.0,2.0,1,0.0,0.0,1.0,,14.215956831660213,0.1556463911199782,0.00040280461584787865,0.5,0.0,0.0,0.5,0.0,0.0,
1511,897.8346892314378,1,0,1,80.0,0.0,518.5562913388261,61,42.90306095662741,16.8,1,,,,,0,1,1,0,0,0,0,0.081770310828089,-4.294889106938967,-1.5745343065163062,-1.8740611630750128,0.1095858364020746,-5.302446265993075,-2.6987069134026336,-1.1108833828495437,0.2122561331617472,-6.605914530495105,-4.623284777523379,-3.3116308990626853,,,,,,,,,,,,,0.0,0.0,0,,1.1392948112715493,1.0173925071042953,16.0,40.0,16.0,40.0,0.732,3.684,2.208,2.208,0.06,0.04,0.08,0.02,1.416,1.176,1.176,1.764,24.0,48.0,24.0,48.0,60.0,120.0,60.0,120.0,0.5,0.2,0.1,0.2,0.5,0.5,0.5,0.5,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,20.36200778631212,0.0444796153078028,0.0,0,0.0,0.0,0,1.0,,,,18.169605448254682,0.08701219839096837,0.0016317914352298592,0.5,0.0,0.0,0.5,0.0,0.0,
30,1666.0411339049424,3,0,1,210.0,0.0,500.0,68,49.07129665477621,49.07129665477621,1,,,,,0,1,0,0,0,0,0,0.0771162598660517,-3.3098724443416865,-0.5742567934734143,-1.006356114739813,0.1105826273847365,-5.061697264481316,-2.433389631297291,-0.9824267005603812,0.2174285677610321,-6.498358971177316,-4.280539723176647,-3.184855538074676,,,,,,,,,,,,,0.0,0.0,0,,0.014567721847429,0.0091140079202622,42.0,105.0,42.0,105.0,2.7840000000000003,3.336,1.116,6.672,0.08,0.02,0.06,0.04,2.076,3.468,4.164,8.664,24.0,48.0,24.0,48.0,100.0,200.0,100.0,200.0,0.01,0.01,0.99,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144.9093087627477,14.085083669055964,0.072756135760794,0.0002798556969461,1,0.0,1.0,1,1.0,0.0,1.0,0.1,14.215956831660213,0.1556463911199782,0.00040280461584787865,0.5,0.0,0.0,0.5,0.0,0.0,
1570,967.2736886617232,2,0,1,259.0,0.0,400.0,69,124.98460482300834,124.98460482300834,1,69,45.30691924834053,45.30691924834053,1,1,1,0,0,1,1,0,0.0772533935673164,-4.1035383239428445,-1.3374499571911571,-1.8010556294587952,0.1130316719235116,-5.269810727566268,-2.5805839966506614,-1.3411718302957534,0.2261649483768557,-6.70484694490007,-4.533814947990719,-3.5516140688563063,0.0766957002468253,-3.456954457419855,-0.6889352746395445,-1.114943648558159,0.1066715889217358,-5.049155075571852,-2.454356578701758,-0.8613388558152447,0.219639787365519,-7.129816173816978,-4.88916688602879,-3.7705624752469897,0.0,0.0,0,0.0,-3.0,1.5,51.800000000000004,129.5,51.800000000000004,129.5,0.972,5.856,2.436,2.928,0.04,0.06,0.02,0.08,2.892,14.46,4.824,4.824,24.0,48.0,24.0,48.0,80.0,160.0,80.0,160.0,0.01,0.01,0.75,0.01,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.263575575476,13.476398140802612,0.0609431341001416,0.0087052485493252,0,0.0,2.0,1,1.0,0.25,1.0,0.15,12.99234977104385,0.09509252787793375,0.0013937673306898513,0.5,0.0,0.0,0.5,0.0,0.0,
1204,4942.474513256949,1,0,1,250.0,145.0,375.0,69,59.066181586064666,59.066181586064666,1,,,,,0,0,0,0,0,0,0,0.0992922386936326,-4.1074030149277805,-1.4110108378542634,-1.8852669747371635,0.1343477939690172,-5.045478614665857,-2.3675090779826884,-1.075885322407522,0.2855832479130202,-7.717440111607274,-5.3750534705937625,-4.223387125192925,,,,,,,,,,,,,0.0,0.0,0,,0.1861777984511768,0.0423123281943732,70.0,175.0,70.0,175.0,2.436,1.956,2.928,2.928,0.04,0.06,0.08,0.02,7.812,16.272000000000002,2.604,9.768,24.0,48.0,24.0,48.0,46.0,92.0,46.0,92.0,0.01,0.01,0.01,0.01,0.5,0.75,0.5,0.67,0.5,0.5,0.33,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,12.784935277318269,0.1067145461987572,0.0,0,0.0,0.0,0,0.0,,,0.5,12.99234977104385,0.09509252787793375,0.0013937673306898513,0.5,0.0,0.0,0.5,0.0,0.0,
1519,1321.982893522959,2,0,1,125.0,0.0,400.0,69,38.523751259380006,38.523751259380006,1,,,,,0,0,1,0,1,1,1,0.075921263510383,-3.15272045349531,-0.5039292572459415,-0.6048898798755354,0.1139195263625745,-5.185236477828629,-2.554823459135428,-0.9192380501760772,0.2643147275257496,-7.690018876222861,-5.4242620257505685,-4.125757220969625,,,,,,,,,,,,,0.0,0.0,0,,-1.6140469558485484,0.9438456031604134,85.0,212.5,85.0,212.5,1.668,6.672,1.116,5.5680000000000005,0.08,0.02,0.04,0.06,7.188,10.788,2.88,21.576,24.0,48.0,24.0,48.0,80.0,160.0,80.0,160.0,0.1,0.1,0.2,0.1,0.1,0.1,0.3,0.1,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.263575575476,14.041595431147393,0.0738509133229073,0.0003289308873611,1,0.0,0.0,0,1.0,0.5,0.9,0.4,13.882781132501421,0.11566076031761527,0.0004873402675302899,0.5,0.0,0.0,0.5,0.0,0.0,
136,4427.977115973115,3,0,1,70.0,0.0,800.0,63,78.83473641725166,78.83473641725166,1,70,39.860259986250846,39.860259986250846,1,0,1,0,0,0,0,0,0.0694008791700725,-2.734902453964144,-0.1143520542544826,-0.2509835213517936,0.099172333872012,-4.50509422606182,-1.9802353900744103,-0.2185962582515284,0.2151664342579034,-6.294494801629464,-4.03170100960356,-2.8338626399812146,0.0586530436741538,-3.148624603296025,-0.4704707569982042,-0.7655051802374959,0.0816977843372176,-4.222916503979735,-1.590322057601288,-0.1804998604784419,0.1626821393568001,-5.397980297256777,-3.253768894656671,-2.216680535996068,0.0,0.0,0,0.0,0.7832692895469193,1.0706794219950515,15.0,37.5,15.0,37.5,1.272,1.704,2.124,5.1000000000000005,0.06,0.04,0.08,0.02,1.08,3.24,0.432,1.62,24.0,48.0,24.0,48.0,120.0,240.0,120.0,240.0,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144.9093087627477,17.27968172536479,0.0858705228084477,0.0002629129990095,1,1.0,2.0,1,0.0,0.5,0.99,0.1,18.434645553925925,0.1014444580319395,0.0011206783046648066,0.5,0.0,0.0,0.5,0.0,0.0,
399,1321.982893522959,2,0,1,100.0055,0.0,1000.0,65,105.09203619108118,105.09203619108118,2,67,66.79578571467025,66.79578571467025,2,0,1,1,1,0,0,0,0.0596043449340771,-3.021507925010076,-0.2384670149718847,-0.4371443937866217,0.0903288325247181,-4.748118449683794,-2.062069048643783,-0.4407029037877808,0.1932132356201586,-6.224645514215339,-3.631176473453978,-2.759131742152966,0.0642655450576492,-3.900108905790297,-1.291506488349378,-1.4437447680532074,0.0987240628263158,-5.009511481987983,-2.496225373743047,-0.9280540517838186,0.2118335668460938,-6.567459518400277,-4.501818897872766,-3.505771577184413,0.0,0.0,0,0.0,0.7198412712785945,1.5,288.0,720.0,288.0,720.0,1.116,3.336,2.7840000000000003,6.672,0.08,0.06,0.02,0.04,13.08,65.388,21.792,21.792,24.0,48.0,24.0,48.0,200.0,400.0,200.0,400.0,0.05,0.1,0.07,0.01,0.5,0.2,0.3,0.3,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.263575575476,15.406431862391324,0.0983508663821531,0.0031610434784374,1,0.0,2.0,1,1.0,0.2,1.0,0.5,16.60203212252335,0.10632516951427601,0.001565335128276905,0.5,0.0,0.0,0.5,0.0,0.0,
801,4230.715283026676,1,0,1,416.0167976161002,0.0,1307.1984643367318,61,127.99341603144651,127.99341603144651,1,63,32.52285207006031,32.52285207006031,1,0,1,0,0,0,0,0,0.0745903617585709,-3.0574674504170267,-0.4268869539360421,-0.6632284695126542,0.1019033040795109,-4.699755053488157,-2.1248273154702684,-0.4839417332284194,0.2303310115033227,-6.715026845031187,-4.376582987929411,-3.232615327828963,0.0775505839334995,-3.8116661262331313,-1.044161969505524,-1.206018262062729,0.0994564444851665,-4.691866728150111,-2.0495546557396582,-0.2832687372297946,0.1576489683107315,-5.595339355946121,-3.3836403230464334,-2.0445699115203784,0.0,0.0,0,0.0,0.1861777984511768,0.0423123281943732,113.0,282.5,113.0,282.5,1.272,4.248,2.556,1.704,0.04,0.08,0.02,0.06,4.644,19.356,9.288,7.74,24.0,48.0,24.0,48.0,60.0,120.0,60.0,120.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,19.15854959633704,0.0691771871917503,0.0001446059829073,1,1.0,2.0,1,0.0,0.0,1.0,,19.74501797552833,0.09639252876536634,0.001999097080223129,0.5,0.0,0.0,0.5,0.0,0.0,
969,949.5838434120576,3,0,1,450.0,0.0,650.0,65,72.2941035620383,42.90306095662741,1,,,,,0,1,1,0,0,1,1,0.0796939998732177,-3.626393493458705,-0.9833377078921464,-1.0775221572151998,0.1038680345545524,-4.625212759231506,-1.965848734820568,-0.3616758656860241,0.1703158404989064,-5.309981404405581,-3.2531156880052063,-1.920429926238293,,,,,,,,,,,,,0.0,0.0,0,,-0.1278751464990623,1.5,180.0,450.0,180.0,450.0,0.972,2.928,2.928,4.884,0.02,0.04,0.08,0.06,8.856,36.888,5.904,44.256,24.0,48.0,24.0,48.0,130.0,260.0,130.0,260.0,0.01,0.01,0.01,0.01,0.6,0.4,0.2,0.1,0.3,0.1,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144.9093087627477,15.11883599980412,0.092899927106279,0.0,0,0.0,0.0,0,1.0,0.35,0.85,0.6,15.711153315543942,0.07577270886363538,0.0019645307101435177,0.5,0.0,0.0,0.5,0.0,0.0,
29,3653.671297737253,8,0,1,65.0,98.0,325.0,66,73.16773927794775,46.80502398469088,1,70,14.056856314482571,15.339461642041549,3,0,1,0,0,0,0,0,0.1021131397074394,-2.850065004857975,-0.1104075916310032,-0.3036988499912905,0.1455007371425125,-4.160910710324659,-1.5129576926746393,0.2862250403269858,0.3443633997844962,-9.060775370595469,-6.24276327080353,-4.528962642314417,0.0428327208835776,-1.2561802491400875,1.4650951939856152,1.4603366140639171,0.0911282987506059,-1.7646951970267502,0.7499952787558313,2.692260072213853,0.1911508712438184,-4.397077479619098,-1.411367552958258,0.5252438216374115,0.0,0.0,0,0.0,0.1725952478305698,0.2326195638382337,21.0,52.5,21.0,52.5,2.7840000000000003,3.336,1.116,6.672,0.04,0.08,0.02,0.06,0.648,4.896,1.6320000000000001,2.448,24.0,48.0,24.0,48.0,45.4,90.8,45.4,90.8,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.7986287229243,15.374034458628516,0.2801006244307841,0.0,1,1.0,2.0,1,0.0,1.0,0.0,0.25,15.882965937583535,0.13386098550119,0.0009360239116605733,0.0,0.0,0.0,0.0,0.0,0.0,
904,897.8346892314378,6,0,1,0.0,188.0,239.0,65,70.81490933466,70.81490933466,1,65,7.25852820680265,7.25852820680265,1,0,1,1,0,0,0,0,0.0861655539554012,-4.414617757228384,-1.7695117683756605,-1.9099541734840408,0.1148355766468475,-5.402131212718697,-2.910932939937007,-1.1459437694504082,0.2288513093694062,-7.032084825325439,-4.979360476103284,-3.5477175800878213,0.0748448395169069,-3.36325673886554,-0.6329224028325393,-0.7655301551208215,0.0972464264547592,-4.7549981021513,-2.083475196319069,-0.2853701065804376,0.1998148180427557,-7.179198757484847,-4.810760795324601,-3.4659316454764224,0.0,0.0,0,0.0,1.0712968912682388,1.1357914806976896,0.0,0.0,0.0,0.0,0.972,4.884,2.928,2.928,0.06,0.02,0.04,0.08,0.0,0.0,0.0,0.0,24.0,48.0,24.0,48.0,10.200000000000001,20.400000000000002,10.200000000000001,20.400000000000002,,,,,0.99,0.2,0.1,0.4,0.01,0.1,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.90885363048835,17.52903479544074,0.0508856589134037,0.0,0,0.0,2.0,1,1.0,0.0,0.6,0.1,15.711153315543942,0.07577270886363538,0.0019645307101435177,0.0,0.0,0.0,0.0,0.0,0.0,
464,1278.4983244321725,1,0,1,31.0,0.0,850.0,64,61.611933631256946,61.611933631256946,1,,,,,1,1,1,1,0,0,0,0.0676496450116416,-3.184492433870639,-0.6116962885661709,-0.6596764934267216,0.1015227994535907,-4.85574327557814,-2.339670654508246,-0.5583777781804722,0.2179650111876914,-6.488791391064654,-4.318637171369354,-2.986238368425184,,,,,,,,,,,,,0.0,0.0,0,,0.629195685502518,0.1865306175155617,86.2,215.5,86.2,215.5,2.556,2.556,2.124,1.704,0.02,0.04,0.08,0.06,3.8280000000000003,6.372,6.372,19.116,24.0,48.0,24.0,48.0,127.5,255.0,127.5,255.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,16.94433003164901,0.0658444301272118,0.0,1,0.0,2.0,1,1.0,0.0,1.0,0.0,17.422343696589962,0.11008879961505234,0.0009748915229192424,0.5,0.0,0.0,0.5,0.0,0.0,
301,1278.4983244321725,1,0,1,28.82710715435505,0.0,1500.0,61,44.242191409623814,44.242191409623814,1,,,,,0,1,1,0,0,1,1,0.0800782024207101,-3.634128352028125,-0.949297916044423,-1.2107181870190509,0.1129026808672537,-5.314704782728465,-2.66872710485983,-1.009599614058152,0.2460065580026749,-7.688593038439547,-5.387027133462573,-4.116157886440724,,,,,,,,,,,,,0.0,0.0,0,,0.2363548269478833,0.5351794388633739,16.0,40.0,16.0,40.0,1.272,4.248,2.556,1.704,0.06,0.02,0.08,0.04,1.092,1.6440000000000001,0.444,3.2880000000000003,24.0,48.0,24.0,48.0,225.0,450.0,225.0,450.0,0.01,0.01,0.01,0.01,0.1,0.01,0.01,0.2,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,21.3793967303245,0.0541306567826723,0.0001007177365641,1,0.0,2.0,1,1.0,0.0,1.0,,19.74501797552833,0.09639252876536634,0.001999097080223129,0.5,0.0,0.0,0.5,0.0,0.0,
736,1278.4983244321725,1,0,1,60.0055,0.0,910.0,66,20.5,20.5,1,,,,,0,0,0,0,0,0,0,0.0933306557302953,-3.490821514510279,-0.8714407614138838,-0.964123671976713,0.1197501580577936,-4.8690148542527325,-2.3038404884249206,-0.5547888383574912,0.2660474522483367,-7.562508766517995,-5.2448276902712525,-3.762259741835536,,,,,,,,,,,,,0.0,0.0,0,,0.2709845608742177,1.3922176872689465,170.0,425.0,170.0,425.0,2.7840000000000003,3.336,1.116,6.672,0.04,0.08,0.06,0.02,13.224,39.672000000000004,5.292,19.836000000000002,24.0,48.0,24.0,48.0,182.0,364.0,182.0,364.0,0.05,0.05,0.01,0.01,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,15.779371786120944,0.0964983750874324,0.0,1,0.0,4.0,1,1.0,0.5,0.95,0.8,15.882965937583535,0.13386098550119,0.0009360239116605733,0.5,0.0,0.0,0.5,0.0,0.0,
1248,1278.4983244321725,1,0,1,0.0,0.0,900.0,68,51.51328747142038,51.51328747142038,1,,,,,0,0,1,0,1,0,1,0.0857136080731548,-3.795380839235565,-1.1263457974605595,-1.2339663596876005,0.1181590056850161,-5.3860243518027735,-2.708958811363363,-1.007980381081017,0.2739044558899886,-8.344638880673623,-6.014879346526272,-4.676365429340255,,,,,,,,,,,,,0.0,0.0,0,,0.1861777984511768,0.0423123281943732,24.0,60.0,24.0,60.0,2.7840000000000003,3.336,3.336,2.22,0.08,0.06,0.02,0.04,1.188,1.98,1.98,5.94,24.0,48.0,24.0,48.0,180.0,360.0,180.0,360.0,0.01,0.01,0.01,0.01,0.01,0.5,0.01,0.75,0.01,0.5,0.75,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,16.060340567657768,0.0740302777763449,1.3194130655522056e-05,1,0.0,2.0,1,1.0,0.0,1.0,,14.215956831660213,0.1556463911199782,0.00040280461584787865,0.5,0.0,0.0,0.5,0.0,0.0,
1338,1278.4983244321725,1,0,1,400.0055,0.0,1400.0,60,179.29784154336306,119.26542362892218,1,60,107.57870492601785,94.20035488801332,1,0,1,1,0,0,0,0,0.0759743720359608,-3.489268942724588,-0.7975366970659497,-0.983030557668626,0.1077454118086598,-5.143600503372031,-2.571753240911184,-0.7956986312118335,0.2373967143266572,-7.460757131474496,-5.235772080919143,-3.8274829283300753,0.0719053971207454,-4.112435272167732,-1.4237306023400935,-1.4814624810056378,0.0936301995102489,-4.949976093407894,-2.272957694986209,-0.4336730450268242,0.1446042770685292,-5.783252067323768,-3.7178848237619047,-2.1286171043320103,0.0,0.0,1,1.0,0.3033942087218247,0.7696140880200122,440.0,1100.0,440.0,1100.0,2.556,1.704,2.124,2.556,0.08,0.04,0.02,0.06,11.724,43.980000000000004,29.316,87.96000000000001,24.0,48.0,24.0,48.0,210.0,420.0,210.0,420.0,0.01,0.05,0.5,0.6,0.05,0.7,0.4,0.75,0.01,0.01,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,21.97866731884516,0.0554872264526148,8.020079696700091e-05,1,0.0,2.0,1,1.0,0.5,1.0,0.9,19.957125489364277,0.10030507647102685,0.0014711123029759762,0.5,0.0,0.0,0.5,0.0,0.0,
1501,1278.4983244321725,1,0,1,300.0,0.0,1200.0,61,78.30041316091675,78.30041316091675,1,,,,,0,0,1,0,0,0,0,0.0813017895213034,-3.630095444747964,-0.9655532289215444,-0.9563855157680096,0.1082932466049509,-5.162225097094722,-2.6332913747719333,-0.7041896121373781,0.2503475919873213,-7.773754230936454,-5.548296835484923,-4.043018716737938,,,,,,,,,,,,,0.0,0.0,0,,-3.0,1.5,60.0,150.0,60.0,150.0,2.556,4.248,1.272,1.704,0.02,0.08,0.06,0.04,1.6440000000000001,12.336,4.116,6.168,24.0,48.0,24.0,48.0,180.0,360.0,180.0,360.0,0.01,0.01,0.01,0.01,0.1,0.01,0.1,0.1,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,21.39172171330294,0.0569399164748127,0.0001039466066788,1,0.0,0.0,0,1.0,0.0,1.0,0.4,19.74501797552833,0.09639252876536634,0.001999097080223129,0.5,0.0,0.0,0.5,0.0,0.0,
1116,897.8346892314378,1,0,1,20.0055,0.0,1200.0,64,29.38431733669084,29.38431733669084,1,66,16.844513122943795,16.844513122943795,1,0,1,0,0,0,0,1,0.083738201414082,-4.1383298984822,-1.4999713657173457,-1.830123170627661,0.1098338619583474,-5.105570562004068,-2.591131641124962,-1.007644971028133,0.203346613335006,-5.973205336969318,-4.007246443253147,-2.702378716840796,0.0740485524400938,-3.559119044574345,-0.8750888838339591,-1.0813367729274452,0.0944078729921504,-4.934873797970302,-2.338256263079268,-0.4130925896355705,0.1861158169566829,-6.960187128997217,-4.758562315732141,-3.3268820575740623,0.0,0.0,0,0.0,-0.0121713264717933,1.242471774437884,132.0,330.0,132.0,330.0,1.836,2.208,2.208,1.476,0.06,0.04,0.08,0.02,6.336,31.68,10.56,10.56,24.0,48.0,24.0,48.0,180.0,360.0,180.0,360.0,0.01,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01,0.01,0.01,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,16.313902573760522,0.0512674828013204,0.0,0,0.0,2.0,1,1.0,0.0,1.0,0.1,15.861971458118802,0.08991497656827324,0.0034684566785957802,0.5,0.0,0.0,0.5,0.0,0.0,
864,1666.0411339049424,3,0,1,500.71869652612645,0.0,2000.0,63,156.42013877264523,110.51606031059274,1,63,81.85268040629744,30.100825606588263,1,0,0,1,1,0,0,0,0.0786157614962495,-3.4791147980508934,-0.810043260513454,-0.9916303188998792,0.1100862240881853,-5.19340773835625,-2.5759580860243108,-0.8677760496234107,0.2395788181242394,-7.511530433082657,-5.33819381798689,-4.0313612615574925,0.070327077108955,-3.801279678904245,-1.1142815072840466,-1.4071493348331,0.0943831853670158,-4.84607179648867,-2.33401186434182,-0.7150316087501021,0.159238796771496,-5.761177454560467,-3.7765591935156615,-2.5784469320444705,0.0,0.0,1,1.0,0.0913495642911441,0.2656719867506289,36.0,90.0,36.0,90.0,1.272,1.704,2.556,4.248,0.06,0.04,0.02,0.08,1.56,6.48,3.108,2.592,24.0,48.0,24.0,48.0,450.0,900.0,450.0,900.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144.9093087627477,19.881735844123195,0.06514334115195,0.0003804820089128,1,0.0,2.0,1,1.0,,,,18.434645553925925,0.1014444580319395,0.0011206783046648066,0.5,0.0,0.0,0.5,0.0,0.0,
1323,688.7628253365825,5,0,1,450.0,150.0,400.0,63,100.63781979287262,59.77507710218056,1,64,2.1203055093531527,2.440717558035289,1,0,0,0,0,0,0,0,0.082362456482557,-4.111645374507307,-1.4037423412746184,-1.7306978697010582,0.1128994025107703,-5.022079800764739,-2.613346963456124,-1.1018164265076331,0.1792268047166273,-5.438113821235011,-3.4499548608192065,-2.1906473163280613,0.093079721664715,-3.0902573818186587,-0.4170202264387872,-0.6008574719962796,0.1253191493545702,-4.20124657702635,-1.5814148783163542,-0.0693420383325902,0.2252593868538623,-6.351243865908401,-4.025372683853704,-2.7056989159208693,0.0,0.0,0,0.0,-0.0026384285410029,0.7803969135283285,90.0,225.0,90.0,225.0,0.732,4.416,1.104,3.684,0.04,0.06,0.08,0.02,8.424,10.524000000000001,7.0200000000000005,7.0200000000000005,24.0,48.0,24.0,48.0,37.5,75.0,37.5,75.0,0.01,0.01,0.01,0.01,0.7,0.01,0.4,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.9286737055783,16.572203038073575,0.0529866583141707,0.0,0,0.0,2.0,1,1.0,0.0,1.0,0.5,17.180088810367447,0.08299952010681524,0.0024849368038879914,0.5,0.0,0.0,0.5,0.0,0.0,
1575,1278.4983244321725,7,0,1,257.0,0.0,500.0,66,37.77467092244315,37.77467092244315,1,,,,,0,1,0,0,0,0,0,0.0816858321659163,-3.726489391907228,-1.0664946211147086,-1.2206162997820948,0.1092760726885478,-5.243928245059478,-2.657730949979384,-0.8522234730491534,0.2549116392762345,-7.922468318720857,-5.651014482211211,-4.273629687269609,,,,,,,,,,,,,0.0,0.0,0,,0.2016304072648399,0.0333803959515266,51.4,128.5,51.4,128.5,3.336,5.5680000000000005,1.668,2.22,0.08,0.06,0.04,0.02,3.996,6.0,1.596,12.0,24.0,48.0,24.0,48.0,100.0,200.0,100.0,200.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.1858597446627,17.629222722465954,0.0660853282150803,2.9849574068602853e-06,1,0.0,0.0,0,1.0,0.0,0.75,0.0,15.882965937583535,0.13386098550119,0.0009360239116605733,0.5,0.0,0.0,0.5,0.0,0.0,
239,4230.715283026676,1,0,1,14.0,0.0,650.0,62,39.50185196826528,27.625589812549215,1,,,,,0,0,0,1,0,0,0,0.0784076378753314,-3.311319136648043,-0.6687773663522283,-0.8111140238973776,0.1031244889634813,-4.808733324313137,-2.164796250648385,-0.3998725528162913,0.2317524989808617,-7.145573106666872,-4.839743693970626,-3.547851450504319,,,,,,,,,,,,,0.0,0.0,0,,0.1861777984511768,0.0423123281943732,27.8,69.5,27.8,69.5,0.852,4.248,2.556,2.556,0.06,0.02,0.08,0.04,1.956,5.856,1.176,1.956,24.0,48.0,24.0,48.0,97.5,195.0,97.5,195.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.2708670639884,19.771122274972846,0.0800017880037742,0.0,1,1.0,0.0,0,0.0,,,,18.489219370038562,0.10348240557545837,0.002100910211974422,0.5,0.0,0.0,0.5,0.0,0.0,
